provider,service,sku,usage_qty,unit,cost_usd,tags,usage_date
azure,network,lb,1578.78,unit,8587.72,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-02-01
azure,network,lb,4568.58,unit,7244.25,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-02-01
azure,network,egress,4583.23,unit,10361.81,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-02-01
azure,network,egress,2231.1,unit,6994.06,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-02-01
azure,network,egress,2715.44,unit,13702.19,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-02-01
azure,network,data-egress,4925.81,unit,12873.49,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-02-01
azure,network,lb,2342.36,unit,14467.56,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-02-01
azure,network,egress,3597.16,unit,10649.78,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-02-01
azure,network,data-egress,2255.37,unit,11938.86,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-02-01
azure,network,egress,2943.05,unit,12670.77,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-02-01
azure,network,data-egress,2595.33,unit,8800.06,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-02-01
gcp,compute,Standard_D8s_v5,4231.21,hours,14352.22,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-02-01
gcp,compute,n2-standard-8,476.21,hours,19951.68,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-02-01
gcp,compute,n2-standard-8,1694.72,hours,24010.08,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-02-01
gcp,compute,n2-standard-8,1330.63,hours,13781.39,"{""bu"":""r&d"",""env"":""dev""}",2025-02-01
gcp,compute,n2-standard-8,4783.68,hours,17684.79,"{""app"":""researchsim"",""bu"":""r&d""}",2025-02-01
gcp,compute,Standard_D8s_v5,2083.95,hours,17419.4,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-02-01
gcp,compute,n2-standard-8,4940.24,hours,15711.49,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-02-01
gcp,compute,c5.large,1602.39,hours,17448.52,"{""bu"":""marketing"",""env"":""dev""}",2025-02-01
gcp,compute,n2-standard-8,2096.49,hours,24565.98,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-02-01
gcp,compute,c5.large,3817.98,hours,17904.55,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-02-01
gcp,compute,c5.large,459.34,hours,16398.14,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-02-01
gcp,compute,c5.large,1413.97,hours,19328.19,"{""app"":""researchsim"",""env"":""dev""}",2025-02-01
gcp,compute,c5.large,4413.45,hours,21192.69,"{""app"":""website"",""bu"":""marketing""}",2025-02-01
gcp,compute,Standard_D8s_v5,2770.58,hours,11812.36,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-02-01
gcp,compute,n2-standard-8,3405.19,hours,12461.82,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-02-01
gcp,compute,n2-standard-8,4695.35,hours,21586.53,"{""app"":""orders"",""env"":""dev""}",2025-02-01
gcp,storage,BlobHot,753.21,GB,20620.6,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-02-01
gcp,storage,BlobHot,4953.17,GB,18690.32,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-02-01
gcp,storage,BlobHot,3546.61,GB,13174.42,"{""bu"":""commerce"",""env"":""dev""}",2025-02-01
gcp,storage,Standard,4361.77,GB,17309.13,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-02-01
gcp,storage,Standard,2892.4,GB,18465.44,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-02-01
gcp,storage,Standard,3875.28,GB,14183.41,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-02-01
gcp,storage,gp3,962.01,GB,14947.03,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-02-01
gcp,storage,Standard,3877.11,GB,20964.32,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-02-01
gcp,storage,Standard,1632.0,GB,17722.84,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-02-01
gcp,storage,Standard,1718.21,GB,13858.33,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-02-01
gcp,storage,gp3,1402.24,GB,13158.22,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-02-01
gcp,storage,BlobHot,1592.03,GB,13789.51,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-02-01
gcp,storage,Standard,1904.67,GB,21712.78,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-02-01
gcp,storage,Standard,404.36,GB,21008.11,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-02-01
gcp,storage,Standard,1362.95,GB,16465.27,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-02-01
gcp,storage,gp3,1219.87,GB,17818.31,"{""bu"":""r&d"",""env"":""prod""}",2025-02-01
gcp,db,cloudsql,3856.12,unit,15394.93,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-02-01
gcp,db,sql,2392.47,unit,19355.36,"{""app"":""website"",""bu"":""marketing""}",2025-02-01
gcp,db,cloudsql,3696.05,unit,32623.97,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-02-01
gcp,db,rds,4985.89,unit,23382.33,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-02-01
gcp,db,sql,4384.95,unit,15478.22,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-02-01
gcp,db,sql,4945.61,unit,26364.88,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-02-01
gcp,db,rds,4045.98,unit,22030.54,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-02-01
gcp,db,rds,3685.72,unit,31409.68,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-02-01
gcp,db,sql,4136.68,unit,25793.68,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-02-01
gcp,network,data-egress,44.08,unit,5940.14,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-02-01
gcp,network,egress,2868.66,unit,5300.72,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-02-01
gcp,network,lb,806.99,unit,7525.29,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-02-01
gcp,network,lb,1844.04,unit,5087.43,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-02-01
gcp,network,egress,1874.39,unit,7608.43,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-02-01
gcp,network,egress,4366.94,unit,4359.15,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-02-01
gcp,network,data-egress,4145.58,unit,8661.44,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-02-01
gcp,network,lb,590.04,unit,5006.48,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-02-01
gcp,network,data-egress,2272.63,unit,6619.65,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-02-01
gcp,network,lb,3619.17,unit,6004.98,"{""app"":""orders"",""env"":""prod""}",2025-02-01
gcp,network,egress,4970.68,unit,8827.52,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-02-01
gcp,network,data-egress,3831.48,unit,9056.78,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-02-01
gcp,network,lb,4349.41,unit,8681.76,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-02-01
aws,compute,c5.large,900.58,hours,14641.09,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
aws,compute,c5.large,3783.34,hours,19659.59,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
aws,compute,c5.large,2308.52,hours,10294.71,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
aws,compute,n2-standard-8,3832.61,hours,18582.1,"{""app"":""orders"",""env"":""prod""}",2025-03-01
aws,compute,n2-standard-8,3363.4,hours,18450.8,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
aws,compute,c5.large,3774.38,hours,17357.22,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
aws,compute,n2-standard-8,1601.33,hours,15331.01,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
aws,compute,n2-standard-8,2611.04,hours,13234.16,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
aws,compute,n2-standard-8,4558.77,hours,15650.34,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
aws,compute,n2-standard-8,3360.0,hours,17468.01,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
aws,compute,c5.large,3774.54,hours,13916.12,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
aws,compute,Standard_D8s_v5,4574.56,hours,14926.88,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
aws,compute,Standard_D8s_v5,3237.06,hours,19019.65,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
aws,storage,Standard,3028.8,GB,2837.14,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
aws,storage,Standard,2798.66,GB,4417.68,"{""app"":""website"",""bu"":""marketing""}",2025-03-01
aws,storage,Standard,4997.86,GB,4415.98,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
aws,storage,BlobHot,3879.81,GB,4062.9,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
aws,storage,BlobHot,2335.36,GB,5579.86,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
aws,storage,gp3,1859.82,GB,4182.44,"{""bu"":""r&d"",""env"":""prod""}",2025-03-01
aws,storage,BlobHot,770.53,GB,3880.37,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
aws,storage,Standard,1694.45,GB,5438.08,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
aws,storage,BlobHot,854.64,GB,5283.4,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
aws,storage,Standard,4786.61,GB,4577.77,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
aws,storage,Standard,1164.85,GB,5236.16,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
aws,storage,Standard,3192.27,GB,6050.91,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
aws,storage,BlobHot,69.14,GB,4597.43,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
aws,storage,Standard,2158.56,GB,6071.78,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
aws,db,sql,4077.92,unit,5607.61,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
aws,db,cloudsql,1223.61,unit,7977.33,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
aws,db,rds,476.57,unit,6224.63,"{""app"":""researchsim"",""bu"":""r&d""}",2025-03-01
aws,db,sql,4228.2,unit,7688.88,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
aws,db,rds,1064.97,unit,8919.24,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
aws,db,cloudsql,4628.67,unit,9091.19,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
aws,db,rds,4807.73,unit,7369.89,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
aws,db,cloudsql,1209.96,unit,8734.77,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
aws,db,cloudsql,3623.58,unit,6894.51,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
aws,db,rds,1709.56,unit,8372.93,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
aws,db,cloudsql,1373.9,unit,9605.33,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
aws,db,sql,936.83,unit,7363.49,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
aws,db,rds,3568.41,unit,4586.29,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
aws,db,cloudsql,1954.21,unit,6122.3,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
aws,db,sql,520.13,unit,4615.27,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
aws,db,rds,141.05,unit,6084.9,"{""bu"":""commerce"",""env"":""dev""}",2025-03-01
aws,network,data-egress,2864.08,unit,11255.34,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
aws,network,lb,738.21,unit,11226.26,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
aws,network,lb,1265.98,unit,12197.88,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
aws,network,data-egress,686.09,unit,9262.54,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
aws,network,lb,2206.71,unit,14450.29,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
aws,network,egress,1012.25,unit,13025.19,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
aws,network,lb,4839.14,unit,18750.77,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
aws,network,lb,578.3,unit,16081.02,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
aws,network,egress,2313.49,unit,17849.85,"{""bu"":""marketing"",""env"":""dev""}",2025-03-01
aws,network,data-egress,3170.35,unit,12141.96,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
aws,network,data-egress,2250.84,unit,16498.19,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
aws,network,egress,2097.32,unit,9629.7,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
aws,network,egress,1781.49,unit,17098.74,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
aws,network,lb,538.66,unit,10386.62,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
aws,network,egress,2947.06,unit,15305.22,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
aws,network,data-egress,589.19,unit,20693.22,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
azure,compute,Standard_D8s_v5,2386.05,hours,6445.68,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
azure,compute,n2-standard-8,584.28,hours,8675.39,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
azure,compute,n2-standard-8,1227.13,hours,5015.06,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
azure,compute,c5.large,3990.8,hours,7485.06,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
azure,compute,c5.large,2253.38,hours,6398.95,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
azure,compute,c5.large,2890.97,hours,8405.89,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
azure,compute,c5.large,1319.14,hours,8748.39,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
azure,compute,n2-standard-8,580.02,hours,5978.16,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
azure,compute,Standard_D8s_v5,4594.23,hours,7270.28,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
azure,compute,c5.large,923.39,hours,7830.5,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
azure,compute,Standard_D8s_v5,2120.96,hours,6708.81,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
azure,compute,c5.large,943.62,hours,8636.36,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
azure,compute,Standard_D8s_v5,691.31,hours,8491.14,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
azure,compute,n2-standard-8,4201.06,hours,6719.82,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
azure,compute,c5.large,1381.52,hours,6985.15,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
azure,storage,gp3,2867.84,GB,8846.9,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
azure,storage,Standard,2212.42,GB,8418.0,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
azure,storage,gp3,1495.57,GB,15204.01,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
azure,storage,BlobHot,4327.8,GB,7538.81,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
azure,storage,BlobHot,4306.63,GB,11822.6,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
azure,storage,gp3,4029.15,GB,11473.32,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
azure,storage,Standard,1470.25,GB,11496.45,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
azure,storage,BlobHot,4594.66,GB,15144.67,"{""app"":""researchsim"",""env"":""prod""}",2025-03-01
azure,storage,gp3,3809.75,GB,12396.0,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
azure,storage,BlobHot,1882.11,GB,7174.91,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
azure,storage,BlobHot,2278.93,GB,10760.36,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
azure,storage,gp3,3657.35,GB,10503.14,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
azure,storage,BlobHot,1096.97,GB,10252.77,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
azure,storage,BlobHot,2741.08,GB,7653.61,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
azure,storage,gp3,506.88,GB,13331.68,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
azure,storage,BlobHot,2288.03,GB,15139.04,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
azure,db,rds,4373.37,unit,29336.94,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
azure,db,cloudsql,835.97,unit,20675.18,"{""app"":""website"",""bu"":""marketing""}",2025-03-01
azure,db,rds,2389.27,unit,15920.19,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
azure,db,rds,4940.89,unit,21143.62,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
azure,db,cloudsql,4031.72,unit,15388.17,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
azure,db,rds,3211.46,unit,25739.55,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
azure,db,sql,3614.94,unit,24854.77,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
azure,db,rds,442.57,unit,15338.82,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
azure,db,rds,1246.45,unit,25153.09,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
azure,db,cloudsql,4380.38,unit,17232.22,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
azure,db,rds,3921.17,unit,27843.27,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
azure,db,cloudsql,2973.71,unit,23054.91,"{""bu"":""commerce"",""env"":""dev""}",2025-03-01
azure,network,lb,4772.72,unit,17192.69,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
azure,network,data-egress,4743.91,unit,12981.59,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
azure,network,egress,2687.46,unit,15447.6,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
azure,network,data-egress,4871.82,unit,10238.23,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
azure,network,egress,3408.47,unit,9228.83,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
azure,network,data-egress,1229.95,unit,18937.11,"{""app"":""orders"",""bu"":""commerce""}",2025-03-01
azure,network,data-egress,73.2,unit,10032.81,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
azure,network,egress,3917.11,unit,16631.78,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
azure,network,lb,3667.35,unit,9816.2,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
azure,network,data-egress,1322.12,unit,19507.3,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
gcp,compute,Standard_D8s_v5,794.98,hours,7782.36,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
gcp,compute,c5.large,4294.86,hours,3894.36,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
gcp,compute,c5.large,4656.49,hours,8212.29,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
gcp,compute,n2-standard-8,1606.48,hours,8051.43,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
gcp,compute,c5.large,904.93,hours,7940.77,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
gcp,compute,Standard_D8s_v5,3869.9,hours,5418.87,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
gcp,compute,n2-standard-8,3924.69,hours,7609.92,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
gcp,compute,c5.large,3664.99,hours,6623.84,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
gcp,compute,c5.large,2712.31,hours,7080.48,"{""bu"":""r&d"",""env"":""prod""}",2025-03-01
gcp,compute,n2-standard-8,3638.8,hours,4362.64,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
gcp,storage,Standard,1406.33,GB,18617.9,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
gcp,storage,Standard,433.66,GB,19829.78,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
gcp,storage,BlobHot,3315.6,GB,20653.65,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
gcp,storage,BlobHot,3506.62,GB,34833.28,"{""app"":""website"",""bu"":""marketing""}",2025-03-01
gcp,storage,Standard,553.77,GB,20066.19,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
gcp,storage,BlobHot,4823.53,GB,22457.7,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
gcp,storage,gp3,4039.91,GB,24722.59,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
gcp,storage,gp3,465.15,GB,23409.41,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
gcp,storage,BlobHot,4102.25,GB,21665.79,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
gcp,storage,gp3,2315.6,GB,36440.72,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
gcp,db,rds,4120.13,unit,26542.48,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
gcp,db,rds,118.78,unit,19263.36,"{""app"":""researchsim"",""env"":""dev""}",2025-03-01
gcp,db,rds,4711.98,unit,18936.16,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
gcp,db,rds,1919.82,unit,27829.69,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
gcp,db,sql,4418.28,unit,18558.01,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
gcp,db,cloudsql,2400.36,unit,19813.24,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
gcp,db,cloudsql,1253.25,unit,41250.01,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""prod""}",2025-03-01
gcp,db,sql,2403.63,unit,36220.5,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
gcp,db,sql,2989.61,unit,18431.57,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
gcp,db,sql,3836.54,unit,41380.53,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-03-01
gcp,network,data-egress,2882.7,unit,31780.95,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-03-01
gcp,network,data-egress,888.74,unit,24624.81,"{""bu"":""r&d"",""env"":""dev""}",2025-03-01
gcp,network,egress,2822.4,unit,24085.36,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-03-01
gcp,network,data-egress,460.38,unit,18023.51,"{""app"":""orders"",""bu"":""commerce""}",2025-03-01
gcp,network,data-egress,1710.39,unit,17011.69,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
gcp,network,data-egress,3874.09,unit,29283.03,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
gcp,network,lb,2934.22,unit,19929.96,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-03-01
gcp,network,lb,3961.29,unit,31377.37,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-03-01
aws,compute,c5.large,3331.0,hours,21506.68,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-04-01
aws,compute,c5.large,3646.87,hours,23353.38,"{""app"":""researchsim"",""bu"":""r&d"",""env"":""dev""}",2025-04-01
aws,compute,n2-standard-8,171.59,hours,18591.4,"{""app"":""researchsim"",""env"":""prod""}",2025-04-01
aws,compute,Standard_D8s_v5,3729.26,hours,13582.06,"{""app"":""website"",""bu"":""marketing"",""env"":""prod""}",2025-04-01
aws,compute,n2-standard-8,3353.42,hours,20335.87,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-04-01
aws,compute,n2-standard-8,348.3,hours,13838.61,"{""app"":""orders"",""bu"":""commerce"",""env"":""prod""}",2025-04-01
aws,compute,Standard_D8s_v5,4845.82,hours,22470.32,"{""app"":""website"",""bu"":""marketing"",""env"":""dev""}",2025-04-01
aws,compute,Standard_D8s_v5,3945.76,hours,18256.89,"{""app"":""researchsim"",""env"":""prod""}",2025-04-01
aws,compute,c5.large,1600.4,hours,23392.89,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-04-01
aws,compute,n2-standard-8,384.26,hours,23257.78,"{""app"":""orders"",""bu"":""commerce"",""env"":""dev""}",2025-04-01
