job_id,month,project,business_unit,application,cluster_name,cpu_hours,gpu_hours
202502-job-00191,2025-02-01,Orders,Commerce,Orders,hpc-alpha,97.89,47.33
202502-job-00192,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,48.96,43.26
202502-job-00193,2025-02-01,Website,Marketing,Website,hpc-alpha,42.89,29.69
202502-job-00194,2025-02-01,Website,Marketing,Website,hpc-alpha,25.87,2.55
202502-job-00195,2025-02-01,Orders,Commerce,Orders,hpc-alpha,22.85,47.49
202502-job-00196,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,51.2,22.74
202502-job-00197,2025-02-01,Orders,Commerce,Orders,hpc-alpha,153.53,30.73
202502-job-00198,2025-02-01,Website,Marketing,Website,hpc-alpha,48.84,3.59
202502-job-00199,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,53.22,26.83
202502-job-00200,2025-02-01,Orders,Commerce,Orders,hpc-alpha,35.42,47.13
202502-job-00201,2025-02-01,Website,Marketing,Website,hpc-alpha,192.42,16.84
202502-job-00202,2025-02-01,Website,Marketing,Website,hpc-alpha,21.67,17.13
202502-job-00203,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,193.31,31.69
202502-job-00204,2025-02-01,Website,Marketing,Website,hpc-alpha,19.95,26.7
202502-job-00205,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,75.44,10.7
202502-job-00206,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,63.5,11.89
202502-job-00207,2025-02-01,Orders,Commerce,Orders,hpc-alpha,107.74,48.34
202502-job-00208,2025-02-01,Website,Marketing,Website,hpc-alpha,110.98,41.7
202502-job-00209,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,150.23,39.29
202502-job-00210,2025-02-01,Website,Marketing,Website,hpc-alpha,97.71,29.89
202502-job-00211,2025-02-01,Website,Marketing,Website,hpc-alpha,73.06,25.08
202502-job-00212,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,82.35,2.22
202502-job-00213,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,154.91,13.12
202502-job-00214,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,24.39,9.67
202502-job-00215,2025-02-01,Orders,Commerce,Orders,hpc-alpha,48.43,37.08
202502-job-00216,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,157.63,31.9
202502-job-00217,2025-02-01,Website,Marketing,Website,hpc-alpha,1.37,0.91
202502-job-00218,2025-02-01,Orders,Commerce,Orders,hpc-alpha,51.07,40.34
202502-job-00219,2025-02-01,Website,Marketing,Website,hpc-alpha,127.09,4.8
202502-job-00220,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,195.84,33.47
202502-job-00221,2025-02-01,Website,Marketing,Website,hpc-alpha,144.35,40.33
202502-job-00222,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,49.87,14.54
202502-job-00223,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,70.51,15.97
202502-job-00224,2025-02-01,Website,Marketing,Website,hpc-alpha,198.94,25.91
202502-job-00225,2025-02-01,Orders,Commerce,Orders,hpc-alpha,100.36,14.17
202502-job-00226,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,153.55,1.85
202502-job-00227,2025-02-01,Website,Marketing,Website,hpc-alpha,6.05,30.42
202502-job-00228,2025-02-01,Website,Marketing,Website,hpc-alpha,21.05,3.89
202502-job-00229,2025-02-01,Website,Marketing,Website,hpc-alpha,123.54,1.56
202502-job-00230,2025-02-01,Orders,Commerce,Orders,hpc-alpha,151.84,21.92
202502-job-00231,2025-02-01,Orders,Commerce,Orders,hpc-alpha,188.08,23.0
202502-job-00232,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,54.67,1.67
202502-job-00233,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,87.06,29.87
202502-job-00234,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,63.21,34.0
202502-job-00235,2025-02-01,Website,Marketing,Website,hpc-alpha,180.87,7.8
202502-job-00236,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,159.83,28.92
202502-job-00237,2025-02-01,Orders,Commerce,Orders,hpc-alpha,133.25,38.53
202502-job-00238,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,85.42,20.09
202502-job-00239,2025-02-01,Orders,Commerce,Orders,hpc-alpha,71.24,9.9
202502-job-00240,2025-02-01,Website,Marketing,Website,hpc-alpha,97.87,12.01
202502-job-00241,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,159.32,35.16
202502-job-00242,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,82.1,24.45
202502-job-00243,2025-02-01,Website,Marketing,Website,hpc-alpha,26.49,26.7
202502-job-00244,2025-02-01,Orders,Commerce,Orders,hpc-alpha,54.75,4.27
202502-job-00245,2025-02-01,Orders,Commerce,Orders,hpc-alpha,46.87,17.27
202502-job-00246,2025-02-01,Orders,Commerce,Orders,hpc-alpha,150.9,30.6
202502-job-00247,2025-02-01,Orders,Commerce,Orders,hpc-alpha,55.15,2.36
202502-job-00248,2025-02-01,Website,Marketing,Website,hpc-alpha,182.24,15.49
202502-job-00249,2025-02-01,Website,Marketing,Website,hpc-alpha,127.42,48.78
202502-job-00250,2025-02-01,Orders,Commerce,Orders,hpc-alpha,87.01,42.55
202502-job-00251,2025-02-01,Orders,Commerce,Orders,hpc-alpha,63.42,35.61
202502-job-00252,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,113.99,22.08
202502-job-00253,2025-02-01,Orders,Commerce,Orders,hpc-alpha,190.19,13.4
202502-job-00254,2025-02-01,Orders,Commerce,Orders,hpc-alpha,40.01,38.38
202502-job-00255,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,3.19,2.58
202502-job-00256,2025-02-01,Website,Marketing,Website,hpc-alpha,135.04,11.42
202502-job-00257,2025-02-01,Website,Marketing,Website,hpc-alpha,155.06,21.85
202502-job-00258,2025-02-01,Website,Marketing,Website,hpc-alpha,112.58,7.67
202502-job-00259,2025-02-01,Orders,Commerce,Orders,hpc-alpha,103.22,48.72
202502-job-00260,2025-02-01,Website,Marketing,Website,hpc-alpha,37.11,49.58
202502-job-00261,2025-02-01,Website,Marketing,Website,hpc-alpha,48.22,36.47
202502-job-00262,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,189.25,35.38
202502-job-00263,2025-02-01,Orders,Commerce,Orders,hpc-alpha,29.16,25.33
202502-job-00264,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,78.68,46.95
202502-job-00265,2025-02-01,Orders,Commerce,Orders,hpc-alpha,18.6,6.31
202502-job-00266,2025-02-01,Orders,Commerce,Orders,hpc-alpha,191.43,39.84
202502-job-00267,2025-02-01,Orders,Commerce,Orders,hpc-alpha,16.04,31.33
202502-job-00268,2025-02-01,Orders,Commerce,Orders,hpc-alpha,65.13,7.95
202502-job-00269,2025-02-01,Website,Marketing,Website,hpc-alpha,17.44,5.41
202502-job-00270,2025-02-01,Website,Marketing,Website,hpc-alpha,158.15,27.33
202502-job-00271,2025-02-01,Orders,Commerce,Orders,hpc-alpha,168.74,40.5
202502-job-00272,2025-02-01,Website,Marketing,Website,hpc-alpha,79.47,37.91
202502-job-00273,2025-02-01,Website,Marketing,Website,hpc-alpha,90.85,13.21
202502-job-00274,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,55.3,45.74
202502-job-00275,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,43.74,18.74
202502-job-00276,2025-02-01,Website,Marketing,Website,hpc-alpha,56.75,46.23
202502-job-00277,2025-02-01,Orders,Commerce,Orders,hpc-alpha,104.63,39.86
202502-job-00278,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,106.93,42.5
202502-job-00279,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,69.18,10.69
202502-job-00280,2025-02-01,Website,Marketing,Website,hpc-alpha,38.33,48.32
202502-job-00281,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,68.29,2.9
202502-job-00282,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,165.28,32.17
202502-job-00283,2025-02-01,Orders,Commerce,Orders,hpc-alpha,138.31,10.82
202502-job-00284,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,86.34,15.05
202502-job-00285,2025-02-01,Orders,Commerce,Orders,hpc-alpha,107.87,44.89
202502-job-00286,2025-02-01,Website,Marketing,Website,hpc-alpha,187.88,13.01
202502-job-00287,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,27.78,1.4
202502-job-00288,2025-02-01,Orders,Commerce,Orders,hpc-alpha,52.95,26.11
202502-job-00289,2025-02-01,Orders,Commerce,Orders,hpc-alpha,49.34,13.35
202502-job-00290,2025-02-01,Orders,Commerce,Orders,hpc-alpha,179.98,5.56
202502-job-00291,2025-02-01,Website,Marketing,Website,hpc-alpha,34.63,10.35
202502-job-00292,2025-02-01,Website,Marketing,Website,hpc-alpha,3.27,0.08
202502-job-00293,2025-02-01,Website,Marketing,Website,hpc-alpha,175.81,19.74
202502-job-00294,2025-02-01,Website,Marketing,Website,hpc-alpha,94.27,24.15
202502-job-00295,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,115.03,49.57
202502-job-00296,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,133.34,21.77
202502-job-00297,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,48.21,23.25
202502-job-00298,2025-02-01,Orders,Commerce,Orders,hpc-alpha,148.35,18.66
202502-job-00299,2025-02-01,Website,Marketing,Website,hpc-alpha,84.79,24.14
202502-job-00300,2025-02-01,Orders,Commerce,Orders,hpc-alpha,127.67,9.28
202502-job-00301,2025-02-01,Orders,Commerce,Orders,hpc-alpha,100.3,2.09
202502-job-00302,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,105.19,25.81
202502-job-00303,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,10.82,14.99
202502-job-00304,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,78.6,28.72
202502-job-00305,2025-02-01,Orders,Commerce,Orders,hpc-alpha,46.01,41.36
202502-job-00306,2025-02-01,Orders,Commerce,Orders,hpc-alpha,78.04,14.87
202502-job-00307,2025-02-01,Website,Marketing,Website,hpc-alpha,159.37,12.84
202502-job-00308,2025-02-01,Website,Marketing,Website,hpc-alpha,93.99,5.46
202502-job-00309,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,17.58,1.85
202502-job-00310,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,181.34,37.64
202502-job-00311,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,136.66,19.35
202502-job-00312,2025-02-01,Website,Marketing,Website,hpc-alpha,159.42,28.46
202502-job-00313,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,144.14,37.53
202502-job-00314,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,4.08,14.92
202502-job-00315,2025-02-01,Website,Marketing,Website,hpc-alpha,163.06,49.9
202502-job-00316,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,192.3,22.53
202502-job-00317,2025-02-01,Orders,Commerce,Orders,hpc-alpha,25.55,3.46
202502-job-00318,2025-02-01,Website,Marketing,Website,hpc-alpha,112.17,4.99
202502-job-00319,2025-02-01,Website,Marketing,Website,hpc-alpha,198.7,7.11
202502-job-00320,2025-02-01,Website,Marketing,Website,hpc-alpha,93.44,0.54
202502-job-00321,2025-02-01,Website,Marketing,Website,hpc-alpha,35.86,48.04
202502-job-00322,2025-02-01,Orders,Commerce,Orders,hpc-alpha,14.33,12.45
202502-job-00323,2025-02-01,Website,Marketing,Website,hpc-alpha,146.0,39.05
202502-job-00324,2025-02-01,Website,Marketing,Website,hpc-alpha,190.57,20.08
202502-job-00325,2025-02-01,Orders,Commerce,Orders,hpc-alpha,28.98,5.65
202502-job-00326,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,147.26,37.84
202502-job-00327,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,141.86,22.77
202502-job-00328,2025-02-01,Website,Marketing,Website,hpc-alpha,103.37,7.08
202502-job-00329,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,47.15,38.64
202502-job-00330,2025-02-01,Website,Marketing,Website,hpc-alpha,109.5,37.8
202502-job-00331,2025-02-01,Website,Marketing,Website,hpc-alpha,39.23,41.96
202502-job-00332,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,17.45,20.41
202502-job-00333,2025-02-01,Website,Marketing,Website,hpc-alpha,48.62,40.17
202502-job-00334,2025-02-01,Orders,Commerce,Orders,hpc-alpha,96.52,16.9
202502-job-00335,2025-02-01,Website,Marketing,Website,hpc-alpha,76.1,10.88
202502-job-00336,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,141.5,6.11
202502-job-00337,2025-02-01,Orders,Commerce,Orders,hpc-alpha,147.15,15.21
202502-job-00338,2025-02-01,Orders,Commerce,Orders,hpc-alpha,30.96,27.15
202502-job-00339,2025-02-01,Orders,Commerce,Orders,hpc-alpha,18.27,16.52
202502-job-00340,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,190.35,29.15
202502-job-00341,2025-02-01,Website,Marketing,Website,hpc-alpha,113.69,0.6
202502-job-00342,2025-02-01,Orders,Commerce,Orders,hpc-alpha,68.44,37.92
202502-job-00343,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,91.31,24.64
202502-job-00344,2025-02-01,Website,Marketing,Website,hpc-alpha,17.21,24.3
202502-job-00345,2025-02-01,Orders,Commerce,Orders,hpc-alpha,39.26,17.27
202502-job-00346,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,90.93,2.85
202502-job-00347,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,61.39,6.48
202502-job-00348,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,77.02,16.5
202502-job-00349,2025-02-01,Website,Marketing,Website,hpc-alpha,51.42,40.46
202502-job-00350,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,126.61,29.53
202502-job-00351,2025-02-01,Orders,Commerce,Orders,hpc-alpha,48.57,19.26
202502-job-00352,2025-02-01,Website,Marketing,Website,hpc-alpha,23.95,27.87
202502-job-00353,2025-02-01,Website,Marketing,Website,hpc-alpha,92.04,43.28
202502-job-00354,2025-02-01,Website,Marketing,Website,hpc-alpha,171.68,0.47
202502-job-00355,2025-02-01,Website,Marketing,Website,hpc-alpha,45.66,16.23
202502-job-00356,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,168.72,46.56
202502-job-00357,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,91.55,31.75
202502-job-00358,2025-02-01,Orders,Commerce,Orders,hpc-alpha,168.71,31.95
202502-job-00359,2025-02-01,Website,Marketing,Website,hpc-alpha,152.3,2.23
202502-job-00360,2025-02-01,Orders,Commerce,Orders,hpc-alpha,36.23,29.01
202502-job-00361,2025-02-01,Website,Marketing,Website,hpc-alpha,149.93,36.13
202502-job-00362,2025-02-01,Website,Marketing,Website,hpc-alpha,67.33,37.75
202502-job-00363,2025-02-01,Website,Marketing,Website,hpc-alpha,179.33,13.2
202502-job-00364,2025-02-01,Website,Marketing,Website,hpc-alpha,24.15,0.02
202502-job-00365,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,56.9,26.67
202502-job-00366,2025-02-01,Orders,Commerce,Orders,hpc-alpha,117.74,35.05
202502-job-00367,2025-02-01,Website,Marketing,Website,hpc-alpha,145.35,10.86
202502-job-00368,2025-02-01,Orders,Commerce,Orders,hpc-alpha,108.74,49.54
202502-job-00369,2025-02-01,Website,Marketing,Website,hpc-alpha,4.89,17.05
202502-job-00370,2025-02-01,Website,Marketing,Website,hpc-alpha,33.28,2.57
202502-job-00371,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,156.11,29.18
202502-job-00372,2025-02-01,Website,Marketing,Website,hpc-alpha,163.71,35.91
202502-job-00373,2025-02-01,Website,Marketing,Website,hpc-alpha,160.75,20.68
202502-job-00374,2025-02-01,Orders,Commerce,Orders,hpc-alpha,21.93,2.56
202502-job-00375,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,95.06,15.33
202502-job-00376,2025-02-01,Website,Marketing,Website,hpc-alpha,73.05,33.68
202502-job-00377,2025-02-01,Website,Marketing,Website,hpc-alpha,84.25,23.07
202502-job-00378,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,113.49,22.8
202502-job-00379,2025-02-01,Orders,Commerce,Orders,hpc-alpha,78.09,28.83
202502-job-00380,2025-02-01,Website,Marketing,Website,hpc-alpha,101.88,13.42
202502-job-00381,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,5.92,10.16
202502-job-00382,2025-02-01,Orders,Commerce,Orders,hpc-alpha,122.16,12.89
202502-job-00383,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,76.66,42.91
202502-job-00384,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,83.96,42.14
202502-job-00385,2025-02-01,Website,Marketing,Website,hpc-alpha,144.99,36.45
202502-job-00386,2025-02-01,Orders,Commerce,Orders,hpc-alpha,184.51,47.69
202502-job-00387,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,172.72,3.38
202502-job-00388,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,27.31,20.49
202502-job-00389,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,95.8,31.24
202502-job-00390,2025-02-01,Website,Marketing,Website,hpc-alpha,176.75,44.52
202502-job-00391,2025-02-01,Website,Marketing,Website,hpc-alpha,119.63,23.42
202502-job-00392,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,41.82,28.25
202502-job-00393,2025-02-01,Website,Marketing,Website,hpc-alpha,29.72,11.14
202502-job-00394,2025-02-01,Website,Marketing,Website,hpc-alpha,118.26,43.97
202502-job-00395,2025-02-01,Website,Marketing,Website,hpc-alpha,14.88,39.27
202502-job-00396,2025-02-01,Orders,Commerce,Orders,hpc-alpha,189.32,37.96
202502-job-00397,2025-02-01,Website,Marketing,Website,hpc-alpha,25.52,27.69
202502-job-00398,2025-02-01,Website,Marketing,Website,hpc-alpha,35.31,33.03
202502-job-00399,2025-02-01,Orders,Commerce,Orders,hpc-alpha,81.97,48.34
202502-job-00400,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,183.34,14.37
202502-job-00401,2025-02-01,Orders,Commerce,Orders,hpc-alpha,47.13,34.22
202502-job-00402,2025-02-01,Orders,Commerce,Orders,hpc-alpha,11.33,7.15
202502-job-00403,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,118.29,11.49
202502-job-00404,2025-02-01,Website,Marketing,Website,hpc-alpha,76.44,39.37
202502-job-00405,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,178.03,41.73
202502-job-00406,2025-02-01,Website,Marketing,Website,hpc-alpha,113.63,48.72
202502-job-00407,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,46.09,45.86
202502-job-00408,2025-02-01,Website,Marketing,Website,hpc-alpha,122.78,32.72
202502-job-00409,2025-02-01,Orders,Commerce,Orders,hpc-alpha,68.86,26.88
202502-job-00410,2025-02-01,Website,Marketing,Website,hpc-alpha,65.3,7.03
202502-job-00411,2025-02-01,Website,Marketing,Website,hpc-alpha,18.98,25.29
202502-job-00412,2025-02-01,Orders,Commerce,Orders,hpc-alpha,97.0,41.73
202502-job-00413,2025-02-01,Orders,Commerce,Orders,hpc-alpha,157.31,43.07
202502-job-00414,2025-02-01,Website,Marketing,Website,hpc-alpha,51.51,44.29
202502-job-00415,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,67.93,26.59
202502-job-00416,2025-02-01,Website,Marketing,Website,hpc-alpha,49.84,5.82
202502-job-00417,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,126.72,38.23
202502-job-00418,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,156.88,12.8
202502-job-00419,2025-02-01,Website,Marketing,Website,hpc-alpha,70.66,15.55
202502-job-00420,2025-02-01,Orders,Commerce,Orders,hpc-alpha,106.35,0.32
202502-job-00421,2025-02-01,Orders,Commerce,Orders,hpc-alpha,194.91,20.51
202502-job-00422,2025-02-01,Website,Marketing,Website,hpc-alpha,194.15,18.26
202502-job-00423,2025-02-01,Orders,Commerce,Orders,hpc-alpha,96.45,42.98
202502-job-00424,2025-02-01,Website,Marketing,Website,hpc-alpha,110.58,31.88
202502-job-00425,2025-02-01,Website,Marketing,Website,hpc-alpha,109.33,1.37
202502-job-00426,2025-02-01,Orders,Commerce,Orders,hpc-alpha,9.37,36.11
202502-job-00427,2025-02-01,Orders,Commerce,Orders,hpc-alpha,34.59,12.46
202502-job-00428,2025-02-01,Orders,Commerce,Orders,hpc-alpha,183.49,1.71
202502-job-00429,2025-02-01,Orders,Commerce,Orders,hpc-alpha,124.66,35.85
202502-job-00430,2025-02-01,Website,Marketing,Website,hpc-alpha,112.48,48.22
202502-job-00431,2025-02-01,Orders,Commerce,Orders,hpc-alpha,190.33,38.78
202502-job-00432,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,27.21,40.56
202502-job-00433,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,105.37,24.2
202502-job-00434,2025-02-01,ResearchSim,R&D,ResearchSim,hpc-alpha,99.92,41.32
202503-job-00000,2025-03-01,Orders,Commerce,Orders,hpc-alpha,131.98,49.84
202503-job-00001,2025-03-01,Website,Marketing,Website,hpc-alpha,118.38,1.57
202503-job-00002,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,144.26,33.29
202503-job-00003,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,183.76,42.15
202503-job-00004,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,169.48,20.07
202503-job-00005,2025-03-01,Website,Marketing,Website,hpc-alpha,48.14,25.5
202503-job-00006,2025-03-01,Orders,Commerce,Orders,hpc-alpha,62.66,4.87
202503-job-00007,2025-03-01,Orders,Commerce,Orders,hpc-alpha,3.62,39.92
202503-job-00008,2025-03-01,Website,Marketing,Website,hpc-alpha,50.5,10.99
202503-job-00009,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,12.83,1.5
202503-job-00010,2025-03-01,Orders,Commerce,Orders,hpc-alpha,58.92,15.64
202503-job-00011,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,62.14,46.84
202503-job-00012,2025-03-01,Orders,Commerce,Orders,hpc-alpha,98.85,48.68
202503-job-00013,2025-03-01,Website,Marketing,Website,hpc-alpha,22.16,49.58
202503-job-00014,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,192.39,20.64
202503-job-00015,2025-03-01,Website,Marketing,Website,hpc-alpha,83.25,19.37
202503-job-00016,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,124.22,34.66
202503-job-00017,2025-03-01,Website,Marketing,Website,hpc-alpha,20.86,30.28
202503-job-00018,2025-03-01,Website,Marketing,Website,hpc-alpha,32.2,16.84
202503-job-00019,2025-03-01,Website,Marketing,Website,hpc-alpha,155.82,31.59
202503-job-00020,2025-03-01,Orders,Commerce,Orders,hpc-alpha,1.83,6.37
202503-job-00021,2025-03-01,Orders,Commerce,Orders,hpc-alpha,26.8,44.83
202503-job-00022,2025-03-01,Website,Marketing,Website,hpc-alpha,8.75,19.11
202503-job-00023,2025-03-01,Website,Marketing,Website,hpc-alpha,90.87,42.4
202503-job-00024,2025-03-01,Orders,Commerce,Orders,hpc-alpha,37.71,3.94
202503-job-00025,2025-03-01,Website,Marketing,Website,hpc-alpha,104.21,36.83
202503-job-00026,2025-03-01,Website,Marketing,Website,hpc-alpha,21.36,25.83
202503-job-00027,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,34.03,43.1
202503-job-00028,2025-03-01,Orders,Commerce,Orders,hpc-alpha,68.03,20.64
202503-job-00029,2025-03-01,Website,Marketing,Website,hpc-alpha,9.65,27.11
202503-job-00030,2025-03-01,Orders,Commerce,Orders,hpc-alpha,170.11,10.88
202503-job-00031,2025-03-01,Orders,Commerce,Orders,hpc-alpha,98.07,27.67
202503-job-00032,2025-03-01,Website,Marketing,Website,hpc-alpha,97.7,30.71
202503-job-00033,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,111.82,39.98
202503-job-00034,2025-03-01,Website,Marketing,Website,hpc-alpha,17.5,7.03
202503-job-00035,2025-03-01,Website,Marketing,Website,hpc-alpha,122.69,41.46
202503-job-00036,2025-03-01,Website,Marketing,Website,hpc-alpha,61.25,7.76
202503-job-00037,2025-03-01,Orders,Commerce,Orders,hpc-alpha,32.85,48.85
202503-job-00038,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,111.51,12.55
202503-job-00039,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,167.44,9.57
202503-job-00040,2025-03-01,Orders,Commerce,Orders,hpc-alpha,49.62,23.07
202503-job-00041,2025-03-01,Website,Marketing,Website,hpc-alpha,16.29,18.35
202503-job-00042,2025-03-01,Orders,Commerce,Orders,hpc-alpha,188.66,41.88
202503-job-00043,2025-03-01,Orders,Commerce,Orders,hpc-alpha,182.77,1.58
202503-job-00044,2025-03-01,Orders,Commerce,Orders,hpc-alpha,76.67,19.03
202503-job-00045,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,162.62,46.0
202503-job-00046,2025-03-01,Orders,Commerce,Orders,hpc-alpha,121.25,12.43
202503-job-00047,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,82.34,19.16
202503-job-00048,2025-03-01,Orders,Commerce,Orders,hpc-alpha,53.48,46.53
202503-job-00049,2025-03-01,Orders,Commerce,Orders,hpc-alpha,174.8,28.39
202503-job-00050,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,25.7,5.1
202503-job-00051,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,161.04,30.78
202503-job-00052,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,63.75,47.4
202503-job-00053,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,135.63,7.15
202503-job-00054,2025-03-01,Website,Marketing,Website,hpc-alpha,145.53,20.46
202503-job-00055,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,134.15,10.57
202503-job-00056,2025-03-01,Orders,Commerce,Orders,hpc-alpha,193.8,11.02
202503-job-00057,2025-03-01,Orders,Commerce,Orders,hpc-alpha,56.9,9.9
202503-job-00058,2025-03-01,Orders,Commerce,Orders,hpc-alpha,103.62,5.54
202503-job-00059,2025-03-01,ResearchSim,R&D,ResearchSim,hpc-alpha,127.06,15.6
202503-job-00060,2025-03-01,Website,Marketing,Website,hpc-alpha,184.4,34.87
202503-job-00061,2025-03-01,Orders,Commerce,Orders,hpc-alpha,32.16,31.81
202503-job-00062,2025-03-01,Website,Marketing,Website,hpc-alpha,174.9,33.43
202503-job-00063,2025-03-01,Website,Marketing,Website,hpc-alpha,63.05,1.93
202503-job-00064,2025-03-01,Website,Marketing,Website,hpc-alpha,83.4,28.63
202503-job-00065,2025-03-01,Website,Marketing,Website,hpc-alpha,158.68,40.33
202503-job-00066,2025-03-01,Website,Marketing,Website,hpc-alpha,91.19,14.8
