user_id,product,assigned_date,monthly_cost_usd
u00803,PDF,2024-01-01,25.94
u00804,PMTool,2024-01-01,22.48
u00804,PDF,2024-01-01,25.43
u00805,PMTool,2024-01-01,25.27
u00806,Zoom,2024-01-01,19.79
u00807,PMTool,2024-01-01,12.22
u00808,Zoom,2024-01-01,24.27
u00808,Zoom,2024-01-01,15.62
u00810,PMTool,2024-01-01,22.68
u00811,Zoom,2024-01-01,15.39
u00812,PMTool,2024-01-01,29.75
u00813,PDF,2024-01-01,23.67
u00816,Zoom,2024-01-01,8.34
u00817,M365,2024-01-01,6.81
u00818,PMTool,2024-01-01,18.84
u00819,M365,2024-01-01,7.34
u00820,PDF,2024-01-01,8.74
u00822,Zoom,2024-01-01,10.28
u00823,PMTool,2024-01-01,12.6
u00824,PDF,2024-01-01,8.5
u00826,PMTool,2024-01-01,23.79
u00827,PDF,2024-01-01,23.38
u00829,Zoom,2024-01-01,20.98
u00830,PDF,2024-01-01,25.3
u00831,Zoom,2024-01-01,28.18
u00833,Zoom,2024-01-01,23.57
u00834,Zoom,2024-01-01,25.79
u00835,PDF,2024-01-01,28.13
u00836,PMTool,2024-01-01,8.52
u00837,M365,2024-01-01,12.52
u00838,PDF,2024-01-01,11.9
u00839,M365,2024-01-01,14.34
u00840,Zoom,2024-01-01,8.72
u00840,PDF,2024-01-01,22.42
u00841,PMTool,2024-01-01,19.74
u00842,M365,2024-01-01,12.24
u00843,PMTool,2024-01-01,17.39
u00844,Zoom,2024-01-01,6.29
u00845,M365,2024-01-01,6.49
u00846,Zoom,2024-01-01,7.14
u00847,M365,2024-01-01,28.46
u00848,PMTool,2024-01-01,9.27
u00850,PMTool,2024-01-01,7.43
u00851,PDF,2024-01-01,15.58
u00852,M365,2024-01-01,15.16
u00854,Zoom,2024-01-01,11.11
u00855,PDF,2024-01-01,9.48
u00856,M365,2024-01-01,6.32
u00857,PMTool,2024-01-01,26.86
u00858,PDF,2024-01-01,27.75
u00858,PDF,2024-01-01,27.89
u00859,PDF,2024-01-01,23.52
u00859,Zoom,2024-01-01,5.68
u00860,M365,2024-01-01,7.58
u00860,PDF,2024-01-01,23.46
u00861,M365,2024-01-01,7.39
u00862,Zoom,2024-01-01,10.15
u00863,Zoom,2024-01-01,26.32
u00864,PDF,2024-01-01,10.8
u00865,Zoom,2024-01-01,6.18
u00866,M365,2024-01-01,29.02
u00867,M365,2024-01-01,7.85
u00868,Zoom,2024-01-01,10.59
u00869,Zoom,2024-01-01,14.09
u00871,Zoom,2024-01-01,23.32
u00873,Zoom,2024-01-01,10.41
u00874,PDF,2024-01-01,20.24
u00875,PDF,2024-01-01,19.59
u00876,Zoom,2024-01-01,23.64
u00877,PDF,2024-01-01,11.19
u00878,PMTool,2024-01-01,20.63
u00879,PDF,2024-01-01,9.43
u00880,PMTool,2024-01-01,25.87
u00880,Zoom,2024-01-01,29.93
u00883,PMTool,2024-01-01,24.1
u00884,Zoom,2024-01-01,26.81
u00885,PMTool,2024-01-01,15.41
u00886,PDF,2024-01-01,10.48
u00887,PDF,2024-01-01,8.98
u00888,PDF,2024-01-01,28.1
u00889,Zoom,2024-01-01,13.45
u00890,PMTool,2024-01-01,8.18
u00891,PDF,2024-01-01,23.7
u00892,PMTool,2024-01-01,17.35
u00893,PDF,2024-01-01,16.87
u00894,PMTool,2024-01-01,28.77
u00895,Zoom,2024-01-01,13.1
u00896,PMTool,2024-01-01,18.71
u00897,M365,2024-01-01,15.32
u00898,Zoom,2024-01-01,12.4
u00899,M365,2024-01-01,15.38
u00900,M365,2024-01-01,7.54
u00901,Zoom,2024-01-01,22.37
u00901,Zoom,2024-01-01,5.58
u00903,PMTool,2024-01-01,22.28
u00904,M365,2024-01-01,11.85
u00906,Zoom,2024-01-01,14.66
u00907,Zoom,2024-01-01,7.95
u00909,PDF,2024-01-01,24.57
u00910,PDF,2024-01-01,25.96
u00912,PDF,2024-01-01,13.61
u00914,Zoom,2024-01-01,23.7
u00916,Zoom,2024-01-01,14.89
u00917,M365,2024-01-01,29.84
u00918,PMTool,2024-01-01,22.97
u00919,PMTool,2024-01-01,16.29
u00920,Zoom,2024-01-01,10.46
u00921,M365,2024-01-01,28.9
u00922,M365,2024-01-01,7.84
u00923,PDF,2024-01-01,23.28
u00923,M365,2024-01-01,9.87
u00924,PDF,2024-01-01,10.39
u00925,PMTool,2024-01-01,21.42
u00926,M365,2024-01-01,12.04
u00927,PDF,2024-01-01,7.22
u00927,M365,2024-01-01,26.62
u00928,Zoom,2024-01-01,5.94
u00929,PMTool,2024-01-01,5.26
u00930,M365,2024-01-01,24.29
u00930,PDF,2024-01-01,21.4
u00932,PMTool,2024-01-01,26.33
u00933,M365,2024-01-01,23.7
u00933,M365,2024-01-01,11.16
u00934,Zoom,2024-01-01,11.45
u00936,Zoom,2024-01-01,29.91
u00937,PMTool,2024-01-01,6.53
u00938,M365,2024-01-01,10.14
u00939,M365,2024-01-01,7.0
u00940,M365,2024-01-01,24.77
u00942,PDF,2024-01-01,28.16
u00944,M365,2024-01-01,9.04
u00945,M365,2024-01-01,12.23
u00947,PDF,2024-01-01,8.42
u00948,Zoom,2024-01-01,29.24
u00949,PMTool,2024-01-01,14.51
u00950,M365,2024-01-01,10.97
u00951,PMTool,2024-01-01,12.54
u00952,PMTool,2024-01-01,8.05
u00953,Zoom,2024-01-01,21.04
u00954,M365,2024-01-01,6.9
u00956,PMTool,2024-01-01,29.15
u00957,PDF,2024-01-01,25.35
u00959,PDF,2024-01-01,27.34
u00959,PDF,2024-01-01,12.07
u00960,M365,2024-01-01,28.36
u00961,PDF,2024-01-01,18.01
u00962,PMTool,2024-01-01,20.11
u00964,M365,2024-01-01,19.77
u00965,PDF,2024-01-01,15.82
u00966,PMTool,2024-01-01,10.21
u00967,Zoom,2024-01-01,26.29
u00968,M365,2024-01-01,16.39
u00969,PDF,2024-01-01,15.13
u00969,PMTool,2024-01-01,26.85
u00970,M365,2024-01-01,7.08
u00971,PDF,2024-01-01,7.78
u00973,PMTool,2024-01-01,26.53
u00974,PMTool,2024-01-01,24.45
u00975,PMTool,2024-01-01,15.23
u00976,M365,2024-01-01,17.15
u00977,PMTool,2024-01-01,9.21
u00978,PDF,2024-01-01,26.75
u00979,Zoom,2024-01-01,18.81
u00980,PDF,2024-01-01,5.33
u00981,Zoom,2024-01-01,18.15
u00982,PDF,2024-01-01,5.8
u00983,PDF,2024-01-01,16.31
u00984,M365,2024-01-01,22.61
u00985,M365,2024-01-01,25.65
u00986,PDF,2024-01-01,29.18
u00988,Zoom,2024-01-01,28.09
u00988,PMTool,2024-01-01,12.23
u00989,PDF,2024-01-01,28.91
u00990,PMTool,2024-01-01,18.1
u00990,M365,2024-01-01,26.29
u00991,PDF,2024-01-01,7.56
u00993,M365,2024-01-01,20.33
u00994,M365,2024-01-01,28.25
u00995,PMTool,2024-01-01,25.0
u00997,M365,2024-01-01,21.04
u00999,PDF,2024-01-01,17.44
u01000,M365,2024-01-01,21.84
